content,label
"Pagi kak, mau tanya harga diffuser aromaterapi berapa ya? Soalnya lihat di toko lain kok harganya agak beda.",1
"Halo, mau tanya nih, harga sepatu sneakers wanita merk Z berapa ya? Kemarin ada liat yang jual tapi harganya beda.",1
"Kak, mau tau harga tas laptop 14 inch dong. Kmarin ada liat tapi harganya kok beda ya sama yang ditawarin di sini?",1
"Permisi, harga sandal selop wanita berapa ya? Soalnya di toko sebelah kelihatannya lebih murah.",1
"Siang kak, mau tanya harga paket pelangsing berapa? Kemarin sempat liat di online lain harganya beda.",1
"Halo, harga sepatu kerja wanita berapa ya? Tadi ada liat di olshop lain tapi harganya beda.",1
"Kak, boleh tau harga tas ransel anak sekolah ini berapa? Lupa kemarin liat di mana tapi ada yang kasih harga beda.",1
"Permisi, untuk sepatu lari pria merk A, harganya berapaan ya? Kayaknya kemarin ada liat harga yang lebih menarik di tempat lain.",1
"Pagi kak, mau tanya harga tumbler custom berapa ya? Soalnya lihat di toko lain kok harganya agak beda.",1
"Halo, mau tanya nih, harga sepatu sandal gunung berapa ya? Kemarin ada liat yang jual tapi harganya beda.",1
"Kak, mau tau harga tas selempang pria kulit asli dong. Kmarin ada liat tapi harganya kok beda ya sama yang ditawarin di sini?",1
"Permisi, harga sepatu formal pria berapa ya? Soalnya di toko sebelah kelihatannya lebih murah.",1
"Siang kak, mau tanya harga paket suplemen peninggi badan berapa? Kemarin sempat liat di online lain harganya beda.",1
"Halo, harga sepatu olahraga wanita berapa ya? Tadi ada liat di marketplace lain tapi harganya beda.",1
"Kak, boleh tau harga tas ransel traveling ini berapa? Lupa kemarin liat di mana tapi ada yang kasih harga beda.",1
"Permisi, untuk sepatu running pria merk B, harganya berapaan ya? Kayaknya kemarin ada liat harga yang lebih menarik di tempat lain.",1
"Pagi kak, mau tanya harga mug keramik polos berapa ya? Soalnya lihat di toko lain kok harganya agak beda.",1
"Halo, mau tanya nih, harga sepatu sandal wanita berapa ya? Kemarin ada liat yang jual tapi harganya beda.",1
"Halo kak, mau tanya dong, untuk produk A itu harganya berapa ya sekarang? Soalnya kemarin liat di toko sebelah kok agak beda.",1
"Kak, mau infoin, kalau order B yang ukuran gede itu kena berapa ya? Pengen bandingin dulu sama yang aku liat tadi.",1
"Permisi, mau tanya harga C yang paket hemat itu berapa? Tadi sempat liat promo di iklan lain, penasaran aja harganya di sini.",1
"Sore kak, mau nanya nih, untuk produk D itu kalau beli satuan harganya berapa ya? Tadi pas cek di marketplace lain kok kayaknya lebih murah.",1
"Kak, mau dong info harga E yang versi premium. Soalnya aku lagi survey-survey nih, ada yang nawarin lebih miring.",1
"Halo, mau tanya harga F per lusin berapa? Tertarik tapi mau cek dulu sama kompetitor.",1
"Kak, kalau beli G seri terbaru itu harganya berapa ya? Ada yang bilang harganya beda-beda tiap toko.",1
"Permisi, mau dong info detail harga H yang paket bundling. Tadi lihat di tempat lain kok kayaknya beda.",1
"Kak, harga I yang motif terbaru berapa ya? Lagi bandingin sama yang kemarin aku lihat.",1
"Halo, mau tanya harga J yang warna hitam berapa? Kemarin lihat ada yang jual lebih murah.",1
"Kak, mau nanya, untuk produk K yang kapasitasnya 100ml itu harganya berapa ya? Tadi pas bandingin kok kayaknya agak beda.",1
"Sore, mau info harga L yang paket isi 5 berapa ya? Tertarik tapi mau cek perbandingan dulu.",1
"Permisi, kalau beli M yang ukuran standar harganya berapa? Soalnya tadi lihat di toko sebelah agak bikin penasaran.",1
"Kak, mau tanya harga N yang edisi terbatas itu berapa? Lagi lihat-lihat harga dari beberapa penjual.",1
"Halo, harga O yang model terbaru berapa ya? Tadi nemu yang agak murah di tempat lain.",1
"Kak, mau nanya, untuk produk P yang warna biru itu harganya berapa? Tadi pas bandingin kok beda.",1
"Permisi, mau dong info harga Q yang paket keluarga itu berapa? Lagi cari perbandingan.",1
"Kak, kalau beli R yang varian rasa cokelat berapa ya harganya? Tadi lihat di marketplace lain kok lumayan beda.",1
"Halo, mau tanya harga S yang model klasik itu berapa? Ada yang nawarin lebih murah.",1
"Kak, mau info harga T yang paket isi 3 berapa ya? Lagi cek-cek harga kompetitor.",1
"Sore kak, mau tanya harga U yang seri lama berapa? Tadi pas liat di toko sebelah kok beda.",1
"Permisi, harga V yang warna merah berapa ya? Pengen bandingin dulu sama yang tadi aku lihat.",1
"Kak, mau nanya, untuk produk W yang ukuran kecil itu harganya berapa? Ada yang nawarin lebih miring.",1
"Halo, harga X yang paket bisnis itu berapa? Lagi survey perbandingan harga.",1
"Kak, mau dong info harga Y yang motif bunga berapa? Tadi lihat di tempat lain kok kayaknya lebih murah.",1
"Permisi, mau tanya harga Z yang paket satuan berapa? Tertarik tapi mau cek dulu harganya di sini.",1
"Kak, kalau beli AA yang ukuran jumbo harganya berapa ya? Tadi pas cek di toko sebelah kok agak beda.",1
"Halo, harga BB yang paket hemat isi 2 berapa? Lagi bandingin sama yang lain.",1
"Kak, mau nanya, untuk produk CC yang warna hijau itu harganya berapa? Tadi lihat ada yang jual lebih murah.",1
"Sore, mau info harga DD yang paket keluarga plus berapa ya? Mau cek perbandingan dulu.",1
"Permisi, harga EE yang model terbaru berapa? Tadi nemu yang agak bikin penasaran harganya.",1
"Kak, mau tanya harga FF yang seri terbaru berapa? Ada yang nawarin lebih miring.",1
"Halo, mau dong info harga GG yang paket isi 6 berapa? Lagi lihat-lihat harga dari beberapa penjual.",1
"Kak, harga HH yang warna biru muda berapa ya? Tadi pas bandingin kok beda.",1
"Permisi, mau tanya harga II yang paket satuan plus berapa? Tertarik tapi mau cek dulu sama kompetitor.",1
"Kak, kalau beli JJ yang ukuran standar berapa ya harganya? Tadi lihat di toko sebelah kok lumayan beda.",1
"Halo, harga KK yang model klasik berapa? Ada yang nawarin lebih murah.",1
"Kak, mau info harga LL yang paket isi 4 berapa ya? Lagi cek-cek harga kompetitor.",1
"Sore kak, mau tanya harga MM yang seri lama berapa? Tadi pas liat di toko sebelah kok beda.",1
"Permisi, harga NN yang warna pink berapa ya? Pengen bandingin dulu sama yang tadi aku lihat.",1
"Kak, mau nanya, untuk produk OO yang ukuran sedang itu harganya berapa? Ada yang nawarin lebih miring.",1
"Halo, harga PP yang paket bisnis plus berapa? Lagi survey perbandingan harga.",1
"Kak, mau dong info harga QQ yang motif polkadot berapa? Tadi lihat di tempat lain kok kayaknya lebih murah.",1
"Permisi, mau tanya harga RR yang paket satuan spesial berapa? Tertarik tapi mau cek dulu harganya di sini.",1
"Kak, kalau beli SS yang ukuran besar berapa ya harganya? Tadi pas cek di toko sebelah kok agak beda.",1
"Halo, harga TT yang paket hemat isi 3 berapa? Lagi bandingin sama yang lain.",1
"Kak, mau nanya, untuk produk UU yang warna ungu itu harganya berapa? Tadi lihat ada yang jual lebih murah.",1
"Sore, mau info harga VV yang paket keluarga super berapa ya? Mau cek perbandingan dulu.",1
"Permisi, harga WW yang model terbaru berapa? Tadi nemu yang agak bikin penasaran harganya.",1
"Kak, mau nanya dong, kalau buat produk yang itu, harganya berapa ya? Kok kayaknya beda sama yang aku lihat di toko sebelah.",1
Boleh tahu harga nettnya untuk paket A berapa kak? Soalnya di online lain ada yang lebih murah sedikit.,1
"Permisi kak, mau tanya harga untuk sepatu lari tipe X. Di toko sebelah ada promo, apa di sini ada?",1
"Kak, boleh info harga dong untuk gamis syar'i yang bahan crinkle itu? Liat di feed orang lain kok kayaknya lebih miring.",1
"Untuk dress batik premium ini, perkiraan harganya berapa ya kak? Kemarin lihat di marketplace ada yang jual di bawah ini.",1
"Halo admin, mau nanya harga paket bundling skincarenya dong. Ada toko lain yang kasih diskon lebih gede.",1
"Kak, kalau beli jaket kulit yang model bomber ini, harganya berapa ya? Di toko sebelah kok kayaknya lebih terjangkau.",1
"Sore kak, mau tanya harga untuk meja belajar anak. Dapet info dari teman kalau ada yang lebih murah di tempat lain.",1
"Kak, bisa minta list harga untuk aksesoris HP yang lagi promo? Soalnya liat di ig sebelah kok kayaknya lebih murah.",1
"Permisi, mau tanya harga sepatu sneakers yang model Y. Tadi nemu yang mirip tapi harganya beda.",1
"Halo, untuk kemeja flanel lengan panjang, harganya berapa ya? Ada yang nawarin lebih murah di sebelah.",1
"Kak, boleh info detail harga untuk paket liburan ke Bali? Ada agen lain yang kasih penawaran lebih menarik.",1
"Kak, kalau produk perawatan rambut yang bestseller itu, harganya berapa ya? Liat di toko sebelah kok kayaknya beda.",1
"Permisi, mau tanya harga untuk tas ransel gunung. Ada rekomendasi harga yang bersaing?",1
"Halo kak, untuk baju couple lebaran, harganya berapa ya? Tadi sempat lihat di toko lain yang lebih terjangkau.",1
"Kak, boleh tahu harga pasaran untuk jam tangan digital ini? Kemarin nemu yang mirip di toko sebelah tapi beda harga.",1
"Sore, mau tanya harga kaos distro yang lagi hits itu berapa ya? Ada yang jual lebih murah di online shop lain.",1
"Kak, untuk produk kopi specialty ini, harganya berapa ya? Liat di website lain kok ada selisih.",1
"Permisi, mau tanya harga speaker bluetooth portable. Ada opsi yang lebih ekonomis?",1
"Halo kak, untuk baju renang muslimah, harganya berapa ya? Ada yang jual lebih murah di tempat lain.",1
"Kak, bisa minta info harga paket CCTV? Kemarin lihat di toko sebelah kayaknya lebih kompetitif.",1
"Permisi, mau tanya harga buku resep terbaru. Ada penawaran spesial?",1
"Halo, untuk sepatu boots kerja, harganya berapa ya? Ada yang jual lebih murah di marketplace.",1
"Kak, boleh info harga dong untuk paket makeup artist? Ada yang kasih harga lebih oke.",1
"Kak, mau tanya harga gelang couple. Soalnya lihat di ig sebelah kok ada yang lebih miring.",1
"Permisi, mau tanya harga untuk piyama sutra. Ada penawaran yang menarik?",1
"Halo kak, untuk dekorasi rumah minimalis, harganya berapa ya? Kemarin lihat di toko sebelah kok beda.",1
"Kak, bisa minta list harga untuk alat pancing? Ada toko lain yang kasih harga lebih bersahabat.",1
"Sore, mau tanya harga sepatu pantofel pria. Ada opsi lain yang lebih terjangkau?",1
"Kak, untuk produk herbal pelangsing ini, harganya berapa ya? Liat di iklan lain kok lebih murah.",1
"Permisi, mau tanya harga tas sekolah anak. Ada yang kasih diskon khusus?",1
"Halo kak, untuk baju gamis pesta, harganya berapa ya? Tadi lihat di olshop lain kok agak beda.",1
"Kak, boleh tahu harga kursi makan bayi? Ada perbandingan harga dari toko lain?",1
"Kak, mau tanya harga jaket motor touring. Soalnya lihat di forum sebelah ada yang lebih murah.",1
"Permisi, mau tanya harga celana jeans pria. Ada rekomendasi harga yang bagus?",1
"Halo, untuk sepatu kets wanita, harganya berapa ya? Ada toko sebelah yang jual lebih murah.",1
"Kak, boleh info harga paket foto keluarga? Ada yang ngasih paket lebih menarik.",1
"Kak, mau tanya harga sepatu safety. Kok kayaknya beda sama yang aku lihat di marketplace.",1
"Permisi, mau tanya harga sepatu hak tinggi. Ada penawaran yang lebih baik?",1
"Halo kak, untuk baju koko lengan pendek, harganya berapa ya? Tadi lihat di toko lain lebih terjangkau.",1
"Kak, bisa minta info harga stroller bayi? Ada opsi yang lebih ekonomis?",1
"Sore, mau tanya harga sepatu lari wanita. Ada yang jual lebih murah di online shop sebelah.",1
"Kak, untuk parfum original ini, harganya berapa ya? Liat di website lain kok ada beda.",1
"Permisi, mau tanya harga lampu tidur karakter. Ada diskon khusus?",1
"Halo kak, untuk sandal gunung pria, harganya berapa ya? Kemarin lihat di toko sebelah kok beda.",1
"Kak, boleh tahu harga tas kerja wanita? Ada perbandingan harga dari toko lain?",1
"Kak, mau tanya harga sepatu sneakers anak. Soalnya lihat di forum sebelah ada yang lebih murah.",1
"Permisi, mau tanya harga sepatu boots wanita. Ada rekomendasi harga yang bagus?",1
"Kak, mau nanya dong, kalau sepatu model A itu harganya berapa ya? Soalnya di toko sebelah agak murah dikit.",1
"Permisi, untuk baju gamis motif B itu kira-kira harganya berapa ya? Di online lain kok kelihatannya beda.",1
"Halo, mau tanya harga tas kulit C berapaan ya? Tadi nemu yang mirip tapi harganya beda jauh.",1
"Kak, kalau produk D itu harganya berapa ya? Ada promo gak? Soalnya di tempat lain ada diskon kayaknya.",1
"Pagi, mau info harga jam tangan E berapa ya? Kok yang ini kelihatannya lebih mahal ya?",1
"Sore, untuk buku fiksi F harganya berapa kak? Tadi lihat di toko lain kayaknya lebih terjangkau.",1
"Hai, mau nanya harga sepatu lari G berapa ya? Di tempat lain ada yang lebih murah nih.",1
"Kak, mau tanya dong, kalau jaket H ini harganya berapa? Soalnya di olshop sebelah kok beda harganya.",1
"Permisi, untuk kemeja motif I harganya berapa ya? Tadi di toko sebelah nemu yang mirip tapi lebih murah.",1
"Halo, mau tanya harga sandal kulit J berapaan ya? Di toko lain kok kelihatannya lebih murah.",1
"Kak, kalau produk K itu harganya berapa ya? Ada paket bundling gak? Di tempat lain ada tawaran kayaknya.",1
"Pagi, mau info harga cincin L berapa ya? Kok yang ini kelihatannya agak lebih mahal ya?",1
"Sore, untuk celana jeans M harganya berapa kak? Tadi lihat di toko lain kayaknya lebih terjangkau.",1
"Hai, mau nanya harga sepatu boot N berapa ya? Di tempat lain ada yang lebih murah nih.",1
"Kak, mau tanya dong, kalau dress O ini harganya berapa? Soalnya di olshop sebelah kok beda harganya.",1
"Permisi, untuk kaos polo P harganya berapa ya? Tadi di toko sebelah nemu yang mirip tapi lebih murah.",1
"Halo, mau tanya harga dompet kulit Q berapaan ya? Di toko lain kok kelihatannya lebih murah.",1
"Kak, kalau produk R itu harganya berapa ya? Ada garansi gak? Di tempat lain ada tawaran kayaknya.",1
"Pagi, mau info harga gelang L berapa ya? Kok yang ini kelihatannya agak lebih mahal ya?",1
"Sore, untuk rok plisket S harganya berapa kak? Tadi lihat di toko lain kayaknya lebih terjangkau.",1
"Hai, mau nanya harga sepatu hak T berapa ya? Di tempat lain ada yang lebih murah nih.",1
"Kak, mau tanya dong, kalau kacamata U ini harganya berapa? Soalnya di olshop sebelah kok beda harganya.",1
"Permisi, untuk syal V harganya berapa ya? Tadi di toko sebelah nemu yang mirip tapi lebih murah.",1
"Halo, mau tanya harga topi kulit W berapaan ya? Di toko lain kok kelihatannya lebih murah.",1
"Kak, kalau produk X itu harganya berapa ya? Ada bonus gak? Di tempat lain ada tawaran kayaknya.",1
"Pagi, mau info harga anting Y berapa ya? Kok yang ini kelihatannya agak lebih mahal ya?",1
"Sore, untuk koper Z harganya berapa kak? Tadi lihat di toko lain kayaknya lebih terjangkau.",1
"Hai, mau nanya harga sepatu pantofel AA berapa ya? Di tempat lain ada yang lebih murah nih.",1
"Kak, mau tanya dong, kalau jaket bomber BB ini harganya berapa? Soalnya di olshop sebelah kok beda harganya.",1
"Permisi, untuk kaos oblong CC harganya berapa ya? Tadi di toko sebelah nemu yang mirip tapi lebih murah.",1
"Halo, mau tanya harga dompet pria DD berapaan ya? Di toko lain kok kelihatannya lebih murah.",1
"Kak, kalau produk EE itu harganya berapa ya? Ada diskon gak? Di tempat lain ada tawaran kayaknya.",1
"Pagi, mau info harga kalung FF berapa ya? Kok yang ini kelihatannya agak lebih mahal ya?",1
"Sore, untuk celana chino GG harganya berapa kak? Tadi lihat di toko lain kayaknya lebih terjangkau.",1
"Hai, mau nanya harga sepatu slip on HH berapa ya? Di tempat lain ada yang lebih murah nih.",1
"Kak, mau tanya dong, kalau gamis syari II ini harganya berapa? Soalnya di olshop sebelah kok beda harganya.",1
"Permisi, untuk kemeja flanel JJ harganya berapa ya? Tadi di toko sebelah nemu yang mirip tapi lebih murah.",1
"Halo, mau tanya harga tas selempang KK berapaan ya? Di toko lain kok kelihatannya lebih murah.",1
"Kak, kalau produk LL itu harganya berapa ya? Bisa nego gak? Di tempat lain ada tawaran kayaknya.",1
"Pagi, mau info harga bros MM berapa ya? Kok yang ini kelihatannya agak lebih mahal ya?",1
"Sore, untuk jaket parka NN harganya berapa kak? Tadi lihat di toko lain kayaknya lebih terjangkau.",1
"Hai, mau nanya harga sepatu wedges OO berapa ya? Di tempat lain ada yang lebih murah nih.",1
"Kak, mau tanya dong, kalau baju koko PP ini harganya berapa? Soalnya di olshop sebelah kok beda harganya.",1
"Permisi, untuk celana kulot QQ harganya berapa ya? Tadi di toko sebelah nemu yang mirip tapi lebih murah.",1
"Halo, mau tanya harga dompet wanita RR berapaan ya? Di toko lain kok kelihatannya lebih murah.",1
"Kak, kalau produk SS itu harganya berapa ya? Ada bonus beli min berapa? Di tempat lain ada tawaran kayaknya.",1
"Pagi, mau info harga kalung couple TT berapa ya? Kok yang ini kelihatannya agak lebih mahal ya?",1
"Sore, untuk sepatu converse UU harganya berapa kak? Tadi lihat di toko lain kayaknya lebih terjangkau.",1
"Hai, mau nanya harga sepatu sneakers VV berapa ya? Di tempat lain ada yang lebih murah nih.",1
"Halo kak, mau tanya nih. Untuk produk A itu harganya berapa ya? Di toko sebelah kok agak murah dikit.",1
"Sore kak, kalo baju yang ini harganya pasnya berapa ya? Kayaknya di olshop lain modelnya mirip tapi beda harga.",1
"Permisi kak, mau nanya dong. Harga sepatu model X berapaan ya? Soalnya kemarin lihat di toko lain kok beda.",1
"Kak, tas selempang yang itu harganya berapa ya? Kok tadi lihat di IG sebelah harganya lumayan beda.",1
"Pagi kak, mau info harga dong buat case HP tipe Y. Kemarin lihat di marketplace lain kok ada yang lebih miring.",1
"Halo, untuk produk B harganya berapa ya kak? Tadi sempat lihat sekilas di tempat lain kok kayaknya lebih murah.",1
"Siang kak, untuk jaket model Z ini harganya berapa ya? Soalnya di tempat lain nemu yang mirip tapi harganya beda.",1
"Kak, mau nanya dong harga sandal jepit yang ini. Tadi lihat di olshop lain kok ada yang lebih murah.",1
"Permisi kak, harga kemeja lengan pendek yang ini berapa ya? Di toko sebelah modelnya sama tapi harganya beda.",1
"Halo kak, untuk produk C berapa ya harganya? Kayaknya di toko lain ada yang lebih terjangkau.",1
"Kak, mau tanya harga dompet kulit yang ini dong. Di tempat lain kok harganya lumayan beda.",1
"Sore kak, untuk celana jeans model X ini harganya berapa ya? Nemuin yang mirip di toko sebelah tapi harganya lebih miring.",1
"Kak, mau info harga dong buat buku catatan A5. Di marketplace lain kok ada yang lebih murah.",1
"Pagi kak, harga jam tangan model Z berapa ya? Tadi lihat di olshop lain kok harganya beda.",1
"Halo, untuk produk D berapa ya harganya? Di toko sebelah kayaknya modelnya sama tapi harganya lebih murah.",1
"Kak, mau tanya harga tas ransel yang ini dong. Di tempat lain kok harganya lumayan banget bedanya.",1
"Siang kak, untuk sepatu lari model Y ini harganya berapa ya? Nemuin yang mirip di toko sebelah tapi harganya lebih miring.",1
"Kak, mau nanya dong harga kacamata hitam yang ini. Tadi lihat di olshop lain kok ada yang lebih murah.",1
"Permisi kak, harga topi baseball yang ini berapa ya? Di toko sebelah modelnya sama tapi harganya beda.",1
"Halo kak, untuk produk E berapa ya harganya? Kayaknya di toko lain ada yang lebih terjangkau.",1
"Kak, mau tanya harga jaket hoodie yang ini dong. Di tempat lain kok harganya lumayan beda.",1
"Sore kak, untuk sepatu boots model X ini harganya berapa ya? Nemuin yang mirip di toko sebelah tapi harganya lebih miring.",1
"Kak, mau info harga dong buat charger HP universal. Di marketplace lain kok ada yang lebih murah.",1
"Pagi kak, harga mouse wireless model Z berapa ya? Tadi lihat di olshop lain kok harganya beda.",1
"Halo, untuk produk F berapa ya harganya? Di toko sebelah kayaknya modelnya sama tapi harganya lebih murah.",1
"Kak, mau tanya harga sandal gunung yang ini dong. Di tempat lain kok harganya lumayan banget bedanya.",1
"Siang kak, untuk sepatu pantofel model Y ini harganya berapa ya? Nemuin yang mirip di toko sebelah tapi harganya lebih miring.",1
"Kak, mau nanya dong harga ikat pinggang kulit yang ini. Tadi lihat di olshop lain kok ada yang lebih murah.",1
"Permisi kak, harga sarung tangan motor yang ini berapa ya? Di toko sebelah modelnya sama tapi harganya beda.",1
"Halo kak, untuk produk G berapa ya harganya? Kayaknya di toko lain ada yang lebih terjangkau.",1
"Kak, mau tanya harga kaos kaki tebal yang ini dong. Di tempat lain kok harganya lumayan beda.",1
"Sore kak, untuk tas travel model X ini harganya berapa ya? Nemuin yang mirip di toko sebelah tapi harganya lebih miring.",1
"Kak, mau info harga dong buat power bank 10000mAh. Di marketplace lain kok ada yang lebih murah.",1
"Pagi kak, harga keyboard mechanical model Z berapa ya? Tadi lihat di olshop lain kok harganya beda.",1
"Halo, untuk produk H berapa ya harganya? Di toko sebelah kayaknya modelnya sama tapi harganya lebih murah.",1
"Kak, mau tanya harga sepatu sneakers yang ini dong. Di tempat lain kok harganya lumayan banget bedanya.",1
"Siang kak, untuk sepatu kerja wanita model Y ini harganya berapa ya? Nemuin yang mirip di toko sebelah tapi harganya lebih miring.",1
"Kak, mau nanya dong harga dompet kartu yang ini. Tadi lihat di olshop lain kok ada yang lebih murah.",1
"Permisi kak, harga syal rajut yang ini berapa ya? Di toko sebelah modelnya sama tapi harganya beda.",1
"Halo kak, untuk produk I berapa ya harganya? Kayaknya di toko lain ada yang lebih terjangkau.",1
"Kak, mau tanya harga tas makeup yang ini dong. Di tempat lain kok harganya lumayan beda.",1
"Sore kak, untuk sepatu sandal model X ini harganya berapa ya? Nemuin yang mirip di toko sebelah tapi harganya lebih miring.",1
"Kak, mau info harga dong buat tripod kamera. Di marketplace lain kok ada yang lebih murah.",1
"Pagi kak, harga speaker bluetooth model Z berapa ya? Tadi lihat di olshop lain kok harganya beda.",1
"Halo, untuk produk J berapa ya harganya? Di toko sebelah kayaknya modelnya sama tapi harganya lebih murah.",1
"Kak, mau tanya harga sepatu hak tinggi yang ini dong. Di tempat lain kok harganya lumayan banget bedanya.",1
"Siang kak, untuk sepatu running wanita model Y ini harganya berapa ya? Nemuin yang mirip di toko sebelah tapi harganya lebih miring.",1
"Kak, mau nanya dong harga gelang perak yang ini. Tadi lihat di olshop lain kok ada yang lebih murah.",1
"Kak mau nanya dong, untuk produk yang itu, harganya berapa ya? Kebetulan lagi bandingin sama yang lain nih.",1
"Halo kak, ini yang model A harganya berapa ya? Tadi di toko sebelah ada yang lebih murah dikit, apa ada beda kualitas?",1
"Kak, mau info harga dong buat sepatu runningnya. Ada yang bilang produk ini mahal, bener ga sih?",1
"Pagi kak, mau nanya soal harga baju gamis yang lagi diskon itu. Lumayan beda nih sama harga normalnya.",1
"Halo, kalo untuk paket bundling yang isinya 3 item itu harganya berapa ya? Lagi nyari yang paling worth it soalnya.",1
"Kak, mau tanya dong, skincare serum anti-aging itu harganya berapa per botolnya? Di tempat lain kok kayaknya lebih murah.",1
"Selamat siang kak, untuk charger type C yang fast charging itu harganya berapa ya? Mau cek dulu sebelum ambil.",1
"Kak, mau info detail harga jam tangan couple yang ini dong. Soalnya liat di IG sebelah kayaknya beda.",1
"Halo kak, pesen kopi arabika yang 500gr itu harganya berapa ya? Lagi kepo nih sama harga pasaran.",1
"Kak, mau nanya nih, laptop gaming spek RTX 3060 harganya berapa sekarang? Kemarin liat di website lain kok beda.",1
"Siang kak, kalo stroller bayi yang bisa dilipat dua arah itu harganya berapa ya? Lagi bandingin sama merk lain.",1
"Kak, mau tanya dong, paket internet unlimited yang paling baru itu biayanya berapa sebulan? Ada promo kah?",1
"Halo kak, mau info harga untuk buku resep masakan western terbaru dong. Harganya bersaing kah?",1
"Kak, untuk masker scuba isi 10pcs itu harganya berapa ya? Di toko sebelah kok beda.",1
"Pagi kak, kalo lampu belajar LED yang bisa diatur tingkat kecerahannya itu berapa harganya? Ada yang lebih murah kah?",1
"Kak, mau tanya dong, harga headset gaming wireless yang micnya bisa dilepas itu berapa? Lagi nyari yang paling oke.",1
"Halo, mau nanya harga sabun muka organik yang travel size itu berapa ya? Kebetulan lagi cari yang cocok.",1
"Kak, kalo speaker bluetooth portable yang tahan air harganya berapa? Tertarik nih tapi mau cek harga dulu.",1
"Siang kak, untuk mesin kopi otomatis yang bisa bikin latte itu harganya berapa? Ada garansi?",1
"Kak, mau info harga mouse gaming wireless yang DPI-nya bisa diatur dong. Saingannya harganya berapa ya?",1
"Halo, mau tanya harga koper travel size yang bahan ABS itu berapa ya? Ada pilihan warna lain?",1
"Kak, kalo power bank 20000mAh yang fast charging itu harganya berapa? Bandingin sama merk lain dulu.",1
"Pagi kak, mau nanya harga kaos polos katun combed 30s ukuran L berapa?",1
"Kak, mau info harga sepatu sneakers model terbaru dong. Ada diskon gak?",1
"Halo, kalo jasa edit video untuk YouTube itu biayanya berapa per video?",1
"Kak, mau tanya harga paket langganan aplikasi streaming film itu berapa sebulan? Ada paket keluarga kah?",1
"Siang kak, untuk kamera mirrorless entry level harganya berapa ya? Lagi bingung milih.",1
"Kak, mau info harga voucher game online yang nominal 100rb dong. Beda sama tempat lain gak?",1
"Halo, mau nanya harga kursi kantor ergonomis yang ada sandaran kepala berapa?",1
"Kak, kalo dompet kulit pria yang tipis itu harganya berapa ya? Tertarik modelnya.",1
"Pagi kak, mau tanya harga kuota internet paket malam yang 50GB itu berapa?",1
"Kak, mau info harga alat pancing set lengkap dong. Lagi nyari yang cocok buat pemula.",1
"Halo, mau nanya harga cincin kawin emas putih berapa per pasang?",1
"Kak, kalo modem wifi portable harganya berapa? Ada promo gak?",1
"Siang kak, untuk paket wedding organizer yang silver itu harganya berapa ya? Ada tambahan biaya?",1
"Kak, mau info harga filter air minum yang bisa diganti itu berapa?",1
"Halo, mau nanya harga boneka teddy bear ukuran jumbo berapa?",1
"Kak, kalo jaket bomber pria yang waterproof harganya berapa?",1
"Pagi kak, mau tanya harga paket katering diet seminggu berapa?",1
"Kak, mau info harga tas selempang kulit wanita yang anti air dong.",1
"Halo, mau nanya harga voucher liburan ke Bali berapa?",1
"Kak, kalo drone mini untuk pemula harganya berapa?",1
"Siang kak, untuk paket kursus online bahasa Inggris berapa?",1
"Kak, mau info harga sepatu boots kerja pria yang anti slip.",1
"Halo, mau nanya harga mesin cuci portable yang kecil itu berapa?",1
"Kak, kalo kacamata baca dengan frame titanium harganya berapa?",1
"Pagi kak, mau tanya harga paket perawatan wajah di klinik itu berapa?",1
"Kak, mau info harga botol minum stainless steel 1 liter dong.",1
"Kak mau tanya dong, harga gamis plisket yang kemarin itu berapa ya? Soalnya di toko sebelah kok kayaknya lebih murah gitu.",1
"Halo min, mau infoin dong harga sepatu sneakers buat cowok yang lagi promo itu berapaan ya? Liat di olshop lain kok beda harganya.",1
"Permisi, mau nanya harga toner wajah yang viral itu berapaan ya? Temenku bilang di tempat lain ada yang lebih terjangkau.",1
"Kak, tas selempang yang model baru itu harganya berapa ya? Tadi nemu yang mirip tapi kok beda jauh harganya.",1
"Sore min, mau tanya dong harga paket skincare glowing itu jadi berapa ya? Di marketplace lain kok ada diskon lebih gede.",1
"Kak, mau tanya harga sepatu boots wanita yang warna coklat itu berapa ya? Dapet info dari temen harganya lumayan.",1
"Min, mau nanya dong harga jam tangan pria yang model sporty itu berapa? Kok di toko sebelah lebih murah ya?",1
"Permisi, mau tanya harga paket bundling parfum sama lotionnya jadi berapa ya? Liat di sosmed lain kok beda.",1
"Kak, mau tanya harga dress pesta payet itu berapa ya? Tertarik tapi liat di olshop lain kok lebih miring.",1
"Halo, mau tanya harga serum vitamin C itu berapa ya? Dapet info dari temen katanya ada yang lebih oke harganya.",1
"Sore min, mau nanya harga kemeja flanel lengan panjang itu berapa ya? Liat di marketplace kok harganya beda?",1
"Kak, mau tanya harga sepatu lari wanita yang baru itu berapa ya? Di toko sebelah kok lebih murah?",1
"Permisi, mau tanya harga paket perawatan rambut itu jadi berapa ya? Temenku beli di tempat lain kayaknya lebih hemat.",1
"Halo, mau tanya harga jaket bomber yang lagi promo itu berapaan ya? Liat di olshop lain kok harganya beda?",1
"Kak, mau tanya harga kalung emas yang simpel itu berapa ya? Tertarik sih tapi liat di toko sebelah harganya beda.",1
"Min, mau nanya dong harga tas ransel anak sekolah itu berapa? Kok di marketplace lain ada diskon?",1
